date,r_log_ca,VaRGARCH_N,VaRGARCH_S,VaReGARCH_N,VaReGARCH_S,VaRgGARCH_N,VaRgGARCH_S,VaRaGARCH_N,VaRaGARCH_S
2020-10-23,1.1937470806150623,2.8864707073992495,4.2497777184281995,2.8652709382696657,4.31558157606175,3.221180402244026,4.237329330091588,2.867780562995959,4.143561658563616
2020-10-26,-1.923199823783859,2.582384302483195,3.9124003921056096,2.516866369440109,3.871587293887321,2.878187807691246,3.9773015752087937,2.52554417439505,3.7599218788768556
2020-10-27,-1.7903888289272216,2.598797691941555,3.92740291322414,2.6359893220568926,4.030334769210206,2.623164949106067,3.7356304570751737,2.6021823012775496,3.84446935162152
2020-10-28,-3.430648358001197,3.142466412942431,4.557751766807249,3.155440470366294,4.700981345018612,3.6420930680965364,4.669504947700318,3.160802408182471,4.4919603615516905
2020-10-29,-0.0317301965906596,3.427124512682136,4.919994019734767,3.4907144948084765,5.164030867103721,4.15564898514423,5.234432899227001,3.4918678268911,4.895258410093017
2020-10-30,0.5362420835382581,4.872857886656755,6.77150734189222,4.636256041595223,6.739620909194389,6.244400193639462,7.388865550595181,4.811010123134561,6.529276664240975
2020-11-02,2.087225645572476,4.268544112136053,6.160605031908364,3.9217978302224434,5.89848643230673,5.480447564661847,6.895787858635729,4.118049810837108,5.829551671182532
2020-11-03,2.4108304579555027,3.789346086128951,5.6590881882722615,3.488386135130347,5.381041808557311,4.841099856127639,6.4379441912919475,3.6221893581656053,5.305736867702461
2020-11-04,2.410369391568844,3.982776444716265,5.90879414285746,3.8146527520874987,5.833188686993056,4.364796011136687,6.010849738194321,3.9248815207314043,5.663585994316749
2020-11-05,1.2343171165042714,4.318471940047943,6.350404673156658,4.222031406763329,6.421525764402292,3.98391563458738,5.596441659269405,4.335979176831195,6.163680318597672
2020-11-06,-0.4647701355767114,4.5555433056401,6.694582072214304,4.529085645299366,6.902624596547406,3.6653886253848578,5.267315164013453,4.641173850276423,6.547320348711576
2020-11-09,7.295312315724624,4.195018478946492,6.3280314725459474,4.252177896448946,6.6083362066114395,3.2953624224708733,4.948321110014565,4.29980873527357,6.191224939565
2020-11-10,1.5369556248840563,3.7591824547838106,5.835527506576208,3.806698693660308,6.025621020471647,3.0302690555701886,4.717654662927277,3.817705666842731,5.664997705851729
2020-11-11,0.4830515822105952,8.428584047084723,11.802577571494048,7.336396024626634,10.675409165000525,4.038099845458142,4.636228015810338,7.574203520999327,10.63175223021418
2020-11-12,-1.5293010957895532,7.58068904018957,10.975918456419054,6.612639488767995,9.956944909744125,3.6778670545541634,4.369414490095045,6.804910586104337,9.846082790498198
2020-11-13,0.3274837547614683,6.715362540016113,10.02741118082453,5.667019001648939,8.794553117496811,3.2677457876923346,4.085442455446646,5.883557480413243,8.80794272574674
2020-11-16,1.6831000444959143,6.182407985379942,9.479957038116206,5.371766372487427,8.492308191825185,3.647942226389276,4.663942315165458,5.493000879230827,8.35968740037676
2020-11-17,0.210325342663898,5.498059504025978,8.758559606860823,4.628251945942279,7.554127021908304,3.275700642998385,4.399246290171911,4.74217971690944,7.527171227339898
2020-11-18,0.5175385455271668,5.196738858577386,8.399866996221114,4.558381879374975,7.4441654074202885,3.0758003540531162,4.159022516442917,4.609014606618261,7.314873226359335
2020-11-19,-0.6697580018968086,4.624064250465111,7.730075411879583,3.928250835933788,6.56918634786069,2.7857969702603764,3.9116460329536356,3.989607373902801,6.5623626559450665
2020-11-20,0.3870363182042173,4.131351801471323,7.136128398050821,3.5132745533506156,5.975855755525577,2.5366745651966935,3.676821941828576,3.51603751742325,5.915315963714629
2020-11-23,-0.0680782834092215,3.76064343157822,6.679362921890799,3.2976082305834726,5.6441479052407235,2.503166417766662,3.676706548395161,3.235543547075754,5.474476054332664
2020-11-24,1.1994098954500336,3.3444897847005124,6.1560691280101185,2.938910598533806,5.11519522640105,2.289540509249547,3.4652138895899434,2.843900105003351,4.893241724643445
2020-11-25,0.2312750820880021,2.9549109129801074,5.597837007446281,2.5853188867274532,4.5555754604583925,2.102628757970316,3.256832459031097,2.483591925847239,4.344807637356303
2020-11-26,-0.0808038766696514,2.8887442804666756,5.363999623490471,2.7027051501336787,4.653484071922563,1.9849460583123464,3.0791371608727585,2.6017049310688534,4.397219689432772
2020-11-27,0.5622983102022407,2.564964867530451,4.872083892821656,2.4024835008793466,4.17562143601592,1.8325991923658889,2.89762488863223,2.2927336156604157,3.932656363018937
2020-11-30,-1.4326467086023218,2.2792254504422647,4.4029169858389485,2.1458435698527656,3.7569234359347266,1.7051653803274796,2.734782866641334,2.032824991048332,3.5121221479069136
2020-12-01,1.1367555284630229,2.0972518074731172,4.049968742506513,2.054503015152288,3.5823137832517777,1.5989831682513347,2.5878486040247033,1.933932877887582,3.2951117921655393
